classifier__subsample ,classifier__scale_pos_weight ,classifier__reg_lambda ,classifier__reg_alpha ,classifier__n_estimators ,classifier__min_child_weight ,classifier__max_depth ,classifier__max_delta_step ,classifier__learning_rate ,classifier__gamma ,classifier__colsample_bytree 
                 0.85 ,                           1 ,                    10 ,                    0 ,                    1000 ,                           4 ,                    6 ,                         2 ,                     0.05 ,              0.4 ,                        0.75 
