classifier__num_leaves,classifier__n_estimators,classifier__min_gain_to_split,classifier__min_data_in_leaf,classifier__max_depth,classifier__max_bin,classifier__learning_rate,classifier__lambda_l2,classifier__lambda_l1,classifier__feature_fraction,classifier__class_weight,classifier__bagging_freq,classifier__bagging_fraction
20,500,0.2,10,4,510,0.25118864315095796,1.0,0.75,0.8,,10,0.8
